HH_ZeroBasedRecordID	GENDER	COMBINED AGE	EDUCATION MODEL	MARITAL STATUS	OCCUPATION GROUP V2	CITY NAME	STATE ABBREVIATION	Political Contributor	Religious Contributor	MAIL RESPONDER	Opportunity seeker	DWELLING UNIT SIZE	DWELLING TYPE	Num_Adults in LU	Religious Magazine	Upscale Merch Buyer	General Contributor	General Merch buyer	Gifts and Gadgets Buyer	Gardening Buyer	Gardening Magazinr	Sports Magazine Male	News and finance	fitness magazine	Health Contributor	Male Merch Buyer	Female Orient Magazine	Culinary Magazine	D-I-Yers	Crafts Hobby Buyer	Female Merch buyer	Special Foods Buyer	Family Magazine	CHILDREN: AGE 0-18 VERSION 3	LENGTH OF RESIDENCE	HTZ_CUSTID	HTZ_CITY	HTZ_ZIP	HTZ_STATE	EST HOUSEHOLD INCOME V5	CURRENT_TIER	GPR_ENROLL_DATE	EMAIL_OPTIN	AP_RNTLS	OAP_RNTLS	INS_ANCIL_RNTLS	NONINS_ANCIL_RNTLS	EARNED_PTS	D_RNTLS	ID_RNTLS	NUM_1D_RNTLS	NUM_2D_RNTLS	NUM_3D_RNTLS	NUM_4D_RNTLS	NUM_5D_RNTLS	NUM_GT5D_RNTLS	REVENUE	NUM_RENTALS
95179146	M	E40	54	1M	I2	DALLAS	TX	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	1	204375276	DALLAS	75248	NY 	J	PC	3/8/2007	Y	33	0	1	0	4942	14	20	24	5	3	0	0	10	2761.69	34
31467580	M	I46	54	5M	I6	CARY	NC	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	0	204375280	CARY	27519	NC 	K	FG	12/6/2013	Y	15	0	1	0	1217	5	16	3	5	3	1	0	18	5273.3728	21
46176461	M	E51	53	5M	I6	FORT LAUDERDALE	FL	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	4	204375286	WESTON	33331	FL 	L	RG	8/10/2005	Y	4	1	1	0	0	6	0	0	2	1	1	1	6	1330.289	6
60898396	M	E84	53	1M	I9	LAKEWOOD	OH	0	0	M	0	A	S	2	0	0	0	3	2	0	1	1	3	8	1	0	1	1	0	0	4	0	3	5N	39	204375287	LAKEWOOD	441075310	OH 	C	RG	5/29/1993		2	0	0	0	275	0	2	0	0	0	0	0	2	388.61	2
114266380	M	E57	53	1M	I1	LOS ANGELES	CA	0	0	M	0	A	S	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5N	13	204375288	LOS ANGELES	90067631295	CA 	L	RG	8/2/2006	Y	3	0	0	0	250	3	0	0	0	0	2	0	3	1055.67	3
3303460	F	E47	53	1M	I1	DERRY	NH	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	9	204375289	DERRY	3038161810	NH 	H	PC	1/8/2007	N	7	0	0	0	275	0	7	1	4	2	0	0	6	644.39	7
97078714	M	E71	53	1M	K1	WICHITA FALLS	TX	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	17	204375290	WICHITA FALLS	76310147408	TX 	E	RG	12/5/2006	Y	10	0	0	0	699	10	0	2	0	1	1	0	8	1681.42	10
18063985	M	E47	52	1M	I2	PITTSBURGH	PA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	0	204375295	PITTSBURGH	15217	PA 	L	RG	4/28/2008	Y	10	1	0	0	1666	4	7	6	3	1	0	0	5	1897.48	11
12929353	M	E57	13	1M	I1	BAYSIDE	NY	0	0	Y	0	I	A	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	14	204375301	FLUSHING	11360291101	NY 	L	RG	8/30/1991		4	1	0	0	484	1	4	0	1	1	0	0	5	1095.83	5
22563491	M	E52	53	1M	I1	WEST CHESTER	PA	0	0	M	0	A	S	5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1Y	15	204375324	WEST CHESTER	19380584238	PA 	A	RG	12/10/1994	Y	1	0	0	0	0	1	0	0	0	0	0	0	1	188.54	1
130928726	M	E56	11	1M	K1	SAMMAMISH	WA	0	1	M	0	A	S	3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1Y	17	204375329	SAMMAMISH	98074	WA 	F	RG	3/29/2010	N	2	0	0	0	228	0	2	0	0	2	0	0	2	228	2
130454306	M	E51	54	5M	I2	BELLEVUE	WA	1	1	M	1	I	A	1	0	0	0	3	0	0	0	1	3	8	1	0	1	0	2	0	0	0	1	1Y	2	204375334	BELLEVUE	98004	WA 	E	RG	7/6/2011	Y	22	0	0	0	5528	9	13	5	7	5	3	0	17	4885.1	22
116119075	M	E55	51	1M	I6	VALENCIA	CA	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	18	204375341	VALENCIA	91354	CA 	G	RG	9/1/2011	Y	3	8	0	0	1790	10	1	0	2	4	0	0	11	1387.08	11
124351031	F	E64	54	1M	I5	SUISUN CITY	CA	0	0	M	0	A	S	2	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	5N	21	204375343	SUISUN CITY	94585	CA 	F	RG	8/29/2012	Y	0	1	0	0	295	1	0	0	0	0	0	0	1	295.33	1
110834574	M	E56	51	1M	I6	FLAGSTAFF	AZ	0	0	Y	0	A	S	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5N	4	204375345	FLAGSTAFF	86001	AZ 	E	FG	9/11/1999	Y	16	0	0	0	2541	16	0	1	0	1	0	0	15	6473.09	16
111678241	M	E39	12	5M	K1	WHITE ROCK	NM	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	13	204375364	WHITE ROCK	87547	NM 	B	FG	11/29/2010	Y	16	0	0	0	546	0	16	1	4	3	4	3	15	2423.03	16
6407385	M	E24	53	1M	I4	WESTPORT	CT	2	1	M	0	A	S	4	0	0	2	0	0	0	0	0	0	3	2	0	1	0	1	1	0	0	0	5N	27	204375368	WESTPORT	6880	CT 	L	RG	6/7/2011	Y	3	0	0	0	677	6	0	1	0	2	2	0	5	848.9816	6
70532541	F	E66	54	1M	K1	GRAND RAPIDS	MI	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	12	204375369	GRAND RAPIDS	49506	MI 	F	RG	8/29/2012	Y	9	0	0	0	2279	9	0	1	4	4	0	0	8	1203.95	9
120359218	M	E54	54	1M	I1	SAN CLEMENTE	CA	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1Y	11	204375374	SAN CLEMENTE	92673710408	CA 	L	RG	7/10/2008	Y	9	1	1	0	0	10	0	0	1	0	0	0	10	2806.66	10
6005130	M	E63	14	5M	K3	WOODBRIDGE	CT	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	25	204375380	WOODBRIDGE	6525171061	CT 	K	RG	6/8/1999	N	17	0	0	0	275	8	9	4	1	5	1	1	13	3540.48	17
111332104	F	E51	53	1M	I5	ALBUQUERQUE	NM	1	0	M	0	A	S	3	0	0	2	0	0	0	1	1	2	2	4	0	2	1	2	1	2	1	3	5N	14	204375381	ALBUQUERQUE	87111754719	NM 	L	RG	9/4/1996	Y	18	0	1	0	1549	18	0	0	4	8	2	0	18	4735.08	18
86543460	F	E45	53	1M	I5	SHAWNEE	KS	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	20	204375394	SHAWNEE	66218919705	KS 	F	RG	4/1/2008	Y	1	0	0	0	275	0	1	0	1	0	0	0	1	90	1
31436823	F	E59	51	1M	I3	CHAPEL HILL	NC	0	0	U	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	2	204375404	CHAPEL HILL	27517	NY 	L	RG	1/25/2012	Y	10	0	0	0	2419	10	0	0	3	3	1	0	10	1561.59	10
94561533	M	E42	13	5M	I1	MESQUITE	TX	0	0	M	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5Y	17	204375406	MESQUITE	75149685103	TX 	G	RG	2/19/2008	Y	1	0	1	0	275	1	0	1	0	0	0	0	0	83.49	1
6880960	M	E22	52	1M	I4	PARSIPPANY	NJ	0	0	M	1	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	10	204375410	PARSIPPANY	7054	NJ 	L	PL	10/26/2015	Y	28	0	0	0	1969	0	30	11	9	6	0	0	19	3277.65	30
55124970	F	E47	53	1M	I8	GERMANTOWN	TN	0	0	Y	0	A	S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1Y	7	204375416	GERMANTOWN	38139	TN 	H	RG	9/22/2012	Y	0	0	0	0	0	1	0	1	0	0	0	0	0	30	1
123598833	M	E55	51	1M	I1	SAN MATEO	CA	0	0	M	0	F	A	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5N	4	204375417	SAN MATEO	94403	CA 	F	RG	10/1/2011	Y	1	0	0	0	0	0	1	0	0	1	0	0	1	195.41	1
123009965	F	E49	54	1M	I5	REDWOOD CITY	CA	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	16	204375418	REDWOOD CITY	94062212199	CA 	H	RG	10/26/2004	Y	5	0	0	0	0	5	0	0	0	0	0	0	5	3503.36	5
95507674	M	E74	54	0U	I9	LONGVIEW	TX	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	11	204375420	LONGVIEW	75605266605	TX 	B	PC	9/8/2010	Y	21	0	0	0	2550	22	0	9	8	2	2	0	13	2056.58	22
1250346	M	E48	52	5M	I2	LYNNFIELD	MA	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	4	204375431	LYNNFIELD	1940	MA 	A	RG	7/17/2003	N	8	1	0	0	597	4	5	1	1	2	0	0	8	1136.38	9
27635149	U	I26	53	0U	I8	RICHMOND	VA	0	0	U	0	I	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	2	204375432	RICHMOND	23223	VA 	E	FG	1/14/2005	Y	33	1	0	0	3589	21	15	15	9	6	0	0	21	3965.4096	36
73680040	M	E65	54	0U	I9	MADISON	WI	0	0	M	0	A	S	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	24	204375440	FITCHBURG	53711517270	WI 	G	RG	5/16/2006	Y	4	0	0	0	0	4	0	2	0	1	1	0	2	860.31	4
105872417	M	E42	12	5M	I1	COLORADO SPRINGS	CO	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	5	204375441	COLORADO SPRINGS	809204725	CO 	E	RG	4/24/2009	Y	3	0	0	0	612	0	3	0	0	1	1	0	3	864	3
24203560	M	E72	54	1M	I9	BOWIE	MD	0	0	M	0	A	S	2	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	5N	12	204375444	BOWIE	77479	MD 	G	RG	1/25/2011	Y	1	0	1	0	0	0	1	0	1	0	0	0	1	183.2	1
26528707	F	E67	51	0U	K3	VIENNA	VA	0	0	M	0	A	S	3	0	0	3	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	2	1Y	36	204375451	VIENNA	22180363008	VA 	C	RG	3/18/2008	Y	10	0	0	0	0	9	1	1	1	3	3	0	9	1586.8	10
130777259	M	E43	53	1M	I2	KENT	WA	0	0	Y	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5U	4	204375460	KENT	98042	WA 	J	FG	12/6/2007	Y	15	0	3	0	8963	16	1	7	4	1	2	0	10	7812.75	17
118385905	F	E54	14	5M	K3	SAN DIEGO	CA	0	0	U	0	E	A	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	16	204375461	SAN DIEGO	92126558007	CA 	I	RG	5/17/2001	Y	2	0	0	0	0	1	1	1	0	0	0	1	1	434.5	2
114585540	M	E42	13	1M	K1	MANHATTAN BEACH	CA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	10	204375467	MANHATTAN BEACH	90266	CA 	L	RG	5/18/2011	N	3	2	0	0	2049	5	0	2	1	1	1	0	3	1941.78	5
76413293	M	E20	52	5M	I6	MINNEAPOLIS	MN	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	22	204375478	MINNEAPOLIS	55449499718	MN 	E	FG	4/19/2002	Y	21	1	0	0	1911	18	5	9	11	1	2	0	14	2348.83	23
108974257	M	E46	13	1M	K1	QUEEN CREEK	AZ	0	0	M	0	A	S	7	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1Y	10	204375480	SAN TAN VALLEY	85142	AZ 	G	RG	8/29/2007	Y	1	0	0	0	403	1	0	0	0	0	1	0	1	128	1
699737	M	E34	11	0U	I6	PAXTON	MA	0	0	M	0	A	S	4	0	0	0	1	2	0	0	1	1	3	0	0	0	0	1	1	3	0	1	5N	2	204375484	PAXTON	1612	MA 	K	PC	9/19/2007	N	149	0	0	0	19979	11	138	9	47	69	13	0	140	15037.5	149
56632644	F	E79	51	0U	I9	BAY SAINT LOUIS	MS	0	0	U	0	B	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	31	204375510	BAY ST LOUIS	39520360153	MS 	F	RG	3/16/2006	Y	1	0	0	0	0	1	0	0	0	1	0	0	1	244.32	1
85410490	M	E50	12	1M	K1	CARL JUNCTION	MO	0	0	M	0	A	S	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1Y	17	204375515	CARL JUNCTION	64834920418	MO 	H	PC	11/18/2001	N	39	1	0	0	7368	6	34	3	1	1	25	0	37	5364.48	40
38916921	M	E67	53	1M	I9	MORELAND	GA	0	0	M	0	A	S	3	0	0	0	2	1	0	1	0	0	3	1	0	0	0	0	0	1	0	2	5N	6	204375525	MORELAND	30259	GA 	E	RG	7/17/2011	N	1	1	0	0	0	2	0	1	0	0	0	0	1	175.5	2
101276172	M	E21	52	0U	K2	SAN ANTONIO	TX	0	0	M	0	A	S	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5N	5	204375545	SAN ANTONIO	78229	TX 	F	RG	5/5/2007	Y	12	1	0	0	1727	13	0	4	4	1	4	0	9	1327.47	13
46799133	M	E49	13	1M	K6	DELRAY BEACH	FL	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	2	204375550	DELRAY BEACH	33483	FL 	B	FG	4/27/1994	N	28	1	0	0	2838	3	26	6	7	9	1	0	23	3028.22	29
123487740	F	E39	12	5S	I5	SAN FRANCISCO	CA	0	0	U	0	H	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	6	204375556	SAN FRANCISCO	94133	CA 	G	FG	1/6/2009	Y	7	0	0	0	0	2	5	4	1	0	0	0	3	1772.96	7
72055008	M	E38	53	1M	I2	MARION	IA	0	0	Y	0	A	S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5Y	0	204375558	MARION	52302	IA 	K	RG	1/4/2001	N	1	0	0	0	81	0	1	0	1	0	0	0	1	81.3	1
122756899	M	E46	54	1M	I2	CARMEL VALLEY	CA	0	0	M	0	A	S	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	5U	9	204375559	CARMEL VALLEY	93924942587	CA 	J	RG	3/11/2005	Y	1	0	1	0	275	0	1	0	1	0	0	0	1	143.26	1
55464593	M	E67	52	1M	I9	JAMESTOWN	TN	0	0	M	0	A	S	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1Y	18	204375561	JAMESTOWN	38556	TN 	D	FG	5/20/2012	Y	27	0	0	0	7051	6	21	0	0	1	1	0	27	7856.87	27
128930658	M	E58	54	5M	I1	GRESHAM	OR	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	5	204375568	GRESHAM	97080	OR 	L	RG	9/3/2002	Y	0	0	0	0	0	2	0	0	0	0	0	0	2	1244.37	2
24378989	F	E59	54	1M	I8	GLENN DALE	MD	0	0	M	0	A	S	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5U	2	204375570	GLENN DALE	20769	MD 	H	RG	12/28/2011	Y	5	0	0	0	1095	5	0	0	2	0	3	0	5	422.66	5
57398990	M	E57	51	5M	I8	LOUISVILLE	KY	0	0	M	0	A	S	2	0	0	0	1	0	0	0	1	1	6	0	0	0	0	0	0	0	0	1	5N	12	204375571	LOUISVILLE	40245	KY 	H	PC	10/23/2009	Y	61	0	45	0	13822	57	4	17	14	9	7	2	44	17933.2	61
27689752	M	E44	14	5M	I2	RICHMOND	VA	3	0	M	4	A	S	3	0	0	0	1	1	0	0	1	3	2	0	1	1	0	0	0	1	2	1	5U	42	204375572	RICHMOND	23226230912	VA 	L	RG	7/21/1999		0	0	0	0	0	1	0	0	0	0	0	0	1	432.16	1
34702618	M	E62	51	1M	I1	BREVARD	NC	0	0	M	0	A	S	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5N	24	204375585	BREVARD	28712984351	NC 	F	RG	7/13/2006	Y	3	0	0	0	1240	4	0	0	0	0	1	0	4	624.46	4
106960941	M	I48	53	0U	I1	MERIDIAN	ID	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	3	204375600	MERIDIAN	83646	ID 	H	PC	3/29/1996	Y	66	0	0	0	15622	67	0	9	18	17	9	1	58	11585.96	67
120231679	M	E61	54	5M	I1	LAGUNA BEACH	CA	0	0	U	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	4	204375609	LAGUNA BEACH	92651	CA 	L	RG	11/29/1995	Y	2	0	7	0	0	7	0	0	0	0	1	0	7	6258.9038	7
130947535	F	E34	55	5M	I1	LYNNWOOD	WA	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5Y	1	204375637	LYNNWOOD	98087	WA 	H	RG	6/4/2010	Y	9	2	8	0	419	13	1	3	2	4	2	0	11	3869.53	14
34857477	M	E53	54	1M	K1	MARION	NC	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	1	204375644	MARION	28752	NC 	H	RG	6/15/2010	N	3	0	0	0	412	2	3	0	1	2	1	0	5	658.64	5
68281739	M	E72	53	5M	I9	ROCHESTER	MI	0	0	Y	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	29	204375651	ROCHESTER HILLS	48306370365	MI 	E	RG	12/5/2007	N	3	2	0	0	0	4	1	3	0	0	0	1	2	810.37	5
7614098	M	E55	55	1M	I1	WAYNE	NJ	0	0	M	0	A	S	5	0	0	0	0	0	0	1	0	1	5	3	1	1	1	1	0	0	0	1	5N	12	204375652	WAYNE	7470655057	NJ 	H	RG	9/8/2011	N	5	0	0	0	521	4	1	0	0	0	2	0	5	996	5
26095826	M	E69	54	1M	I9	NEW MARKET	MD	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	0	204375656	NEW MARKET	21774	MD 	L	RG	8/16/2004	Y	1	3	0	0	0	1	5	3	1	2	0	0	3	783.27	6
30793871	M	E46	53	0U	I1	BURLINGTON	NC	1	0	M	0	F	A	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1Y	11	204375661	BURLINGTON	27215820312	NC 	E	RG	12/8/2013	Y	3	0	0	0	312	3	0	0	0	0	1	0	3	818.01	3
5639465	F	E53	12	1M	K1	COLCHESTER	CT	0	0	M	0	A	S	4	0	0	0	1	0	0	0	1	1	4	0	0	0	0	0	0	1	0	2	1Y	17	204375662	COLCHESTER	64151773	CT 	H	FG	9/13/1996	N	32	0	0	0	275	1	32	7	12	12	2	0	26	2859.32	33
49262346	M	E56	52	5M	I8	DUNNELLON	FL	0	0	M	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5N	5	204375664	CITRUS SPRINGS	344335713	FL 	C	FG	6/18/2006	Y	24	6	0	0	17074	13	17	0	0	1	12	1	30	8912.27	30
60518781	M	E53	13	5M	K8	CHESTERLAND	OH	0	0	M	0	A	S	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	5N	20	204375677	CHESTERLAND	44026251212	OH 	E	RG	10/14/2002	Y	1	0	0	0	0	1	0	0	0	0	1	0	1	455.6	1
778079	F	E54	12	1M	K4	HUDSON	MA	0	0	M	0	A	S	2	0	0	0	1	1	0	0	0	1	2	0	1	0	0	0	2	1	0	0	1Y	22	204375689	HUDSON	1749140119	MA 	E	RG	11/4/2003	Y	2	0	0	0	275	1	1	1	0	0	0	1	1	225.48	2
45504232	M	E50	52	1M	I1	MIAMI	FL	0	0	M	0	A	S	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5U	19	204375697	MIAMI	33157	FL 	F	FG	5/30/2012	Y	10	11	2	0	1302	18	3	2	12	6	0	0	19	2361.93	21
78963015	M	E54	11	5M	I8	WAUCONDA	IL	0	0	U	0	A	S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	16	204375702	WAUCONDA	60084291683	IL 	F	FG	2/5/2008	Y	35	0	1	0	275	38	0	11	7	8	12	0	27	6967.89	38
104671969	M	E52	14	1M	K1	MONUMENT	CO	0	0	M	0	A	S	2	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	2	1Y	16	204375714	MONUMENT	80132	CO 	G	RG	11/12/2012	Y	6	0	0	0	332	1	5	3	0	1	0	0	3	641.33	6
37485394	M	E64	54	1M	I1	ALPHARETTA	GA	0	0	Y	0	A	S	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5N	15	204375716	ALPHARETTA	30022377715	GA 	G	RG	7/13/1999	N	2	0	0	0	275	0	2	1	1	0	0	0	1	107.52	2
81515061	M	E46	53	5S	I1	CHICAGO	IL	0	0	Y	0	A	S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	15	204375717	CHICAGO	60657	IL 	L	RG	8/4/2009	Y	0	1	0	0	0	0	1	0	1	0	0	0	1	43.2	1
114145124	M	E31	12	0U	I4	LOS ANGELES	CA	0	0	U	0	G	A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	11	204375730	LOS ANGELES	90049467183	CA 	E	RG	1/29/1999	N	1	0	0	0	275	1	0	0	1	0	0	0	1	63.31	1
94826506	M	E57	54	1M	I1	DALLAS	TX	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5N	8	204375733	DALLAS	75209	TX 	L	RG	7/1/2005	N	18	2	2	0	2082	14	9	7	8	1	2	0	16	3470.6327	23
6343571	M	E55	13	1M	I1	NEW CANAAN	CT	0	0	U	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	18	204375742	NEW CANAAN	6840372112	CT 	L	RG	6/12/2003	N	1	2	0	0	0	2	1	3	0	0	0	0	0	253.36	3
109446579	F	E34	54	5M	I3	SCOTTSDALE	AZ	0	0	M	0	A	S	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5Y	1	204375746	SCOTTSDALE	85258	AZ 	J	RG	4/14/2008	Y	2	0	0	0	275	2	0	0	1	0	1	0	2	377.86	2
80320977	F	E58	13	0U	K1	LISLE	IL	0	0	U	0	A	S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5U	5	204375748	LISLE	60532	IL 	G	PC	7/9/2007	Y	93	33	5	0	26411	47	81	10	32	37	29	9	118	14438.0752	128
112848584	M	E63	54	1M	I1	LAS VEGAS	NV	0	0	M	0	A	S	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	5N	5	204375770	LAS VEGAS	89135	NV 	L	RG	9/30/2010	N	1	0	0	0	275	1	0	1	0	0	0	0	0	70.5	1
64707995	M	E79	54	1M	K1	INDIANAPOLIS	IN	1	0	M	0	A	S	2	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	5N	22	204375774	INDIANAPOLIS	46240251928	IN 	G	PL	12/12/2006	N	9	0	0	0	275	9	1	0	3	0	1	1	10	2043.19	10
83492165	M	E67	54	0U	I9	CHESTERFIELD	MO	0	0	M	0	A	S	5	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	1	1Y	23	204375779	CHESTERFIELD	63005691022	MO 	J	RG	5/17/1995	Y	1	0	0	0	0	1	0	1	0	0	0	0	0	26.98	1
31454577	M	E53	54	1M	I1	CARY	NC	0	0	M	0	A	S	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1Y	17	204375782	CARY	27519699205	NC 	L	RG	7/15/1992	Y	4	0	0	0	0	2	2	0	0	1	1	1	4	719.28	4
8499779	M	E51	55	1M	I6	GLOUCESTER CITY	NJ	0	0	M	1	A	S	4	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	5N	11	204375792	BROOKLAWN	8030	NJ 	E	PC	6/22/2011	N	67	1	0	0	13937	9	61	13	22	19	11	1	57	11715.45	70
80074184	M	E49	51	1M	I1	ORLAND PARK	IL	2	1	M	0	A	S	3	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	1Y	22	204375800	ORLAND PARK	60467780959	IL 	H	RG	10/15/2010	Y	10	0	0	0	497	0	10	1	1	6	2	0	9	1220.8	10
13657899	F	E52	13	1M	I3	LAWRENCE	NY	0	0	M	0	A	S	5	0	0	0	1	1	0	0	1	0	3	0	0	1	0	0	1	1	0	1	1Y	32	204375801	LAWRENCE	11559	NY 	K	RG	2/6/2003	Y	3	0	0	0	0	0	3	1	2	0	0	0	2	76.24	3
11591852	M	E46	54	1M	I1	NEW ROCHELLE	NY	0	0	M	0	A	S	3	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1Y	22	204375808	NEW ROCHELLE	10804234040	NY 	L	FG	11/19/2004	Y	11	4	0	0	0	15	0	0	3	3	1	0	15	7000.92	15
24201860	F	E48	14	0U	K3	BOWIE	MD	0	0	M	0	A	S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1Y	16	204375838	BOWIE	20720	MD 	J	PC	3/5/2012	N	7	0	0	0	1407	3	4	2	1	0	2	2	5	645.14	7
124178366	M	E72	14	1M	K3	ORINDA	CA	0	0	M	0	A	S	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5N	24	204375851	ORINDA	94563353430	CA 	J	RG	6/22/1996	Y	0	1	2	0	0	2	0	0	0	0	0	0	2	404.269	2
